day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_decor_kept_cat_tree_p50,board_decor_kept_cat_tree_p95,board_decor_kept_cat_tree_mean,board_decor_kept_cherry_tree_p50,board_decor_kept_cherry_tree_p95,board_decor_kept_cherry_tree_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_in_step_chest_p50,gold_in_step_chest_p95,gold_in_step_chest_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_in_workshop_dupe_p50,love_petals_in_workshop_dupe_p95,love_petals_in_workshop_dupe_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,step_chests_opened_p50,step_chests_opened_p95,step_chests_opened_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,workshop_box_opened_p50,workshop_box_opened_p95,workshop_box_opened_mean,workshop_gift_accessory_p50,workshop_gift_accessory_p95,workshop_gift_accessory_mean,workshop_gift_flower_p50,workshop_gift_flower_p95,workshop_gift_flower_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_board_milestone_p50,diamonds_in_board_milestone_p95,diamonds_in_board_milestone_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,gold_in_adoption_p50,gold_in_adoption_p95,gold_in_adoption_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,bond_points_gain_p50,bond_points_gain_p95,bond_points_gain_mean
68,0.0,0.0,0,0.0,2.0,0.6,,,,,,,0.0,2.549999999999997,0.48,2.0,4.0,2.04,1.0,2.549999999999997,1.1,1.0,2.549999999999997,1.12,1.0,2.0,0.64,1.0,3.0,1.46,2.0,3.0,1.56,17.0,32.29999999999998,18.8,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2620.0,2620.0,2619,3820.0,3820.0,3820,4575.0,5477.5,4771,10.0,58.24999999999996,16.1,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.62,,,,100.0,150.0,87,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,95.0,38.3,50.0,70.0,55.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,1,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.0,0.02,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
69,0.0,0.0,0,0.0,1.0,0.42,,,,,,,0.0,1.5499999999999972,0.36,2.0,4.0,1.96,1.0,2.0,1.06,1.0,3.0,0.96,1.0,3.0,1,1.0,3.0,1.5,2.0,3.0,1.74,17.0,27.0,18.6,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2680.0,2730.0,2688,4370.0,4370.0,4370,4805.0,5662.5,4954,15.0,45.0,17.7,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.58,,,,100.0,150.0,103,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,150.0,45,70.0,170.0,63.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.5499999999999972,0.06,1.0,2.549999999999997,1.06,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,0.0,0.0,0.04,0.0,50.0,9,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
70,0.0,0.0,0,0.0,1.0,0.34,,,,,,,0.0,1.0,0.48,2.0,4.0,2.08,1.0,3.0,1.14,1.0,2.0,1.32,1.0,2.549999999999997,0.8,1.0,3.0,1.3,1.0,3.0,1.54,21.5,31.549999999999997,21.56,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2750.0,2750.0,2742,4920.0,4920.0,4920,5310.0,6170.0,5481,30.0,62.749999999999986,30.1,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.54,,,,100.0,177.49999999999986,97,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,136.49999999999991,34.6,70.0,197.49999999999986,92.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,,,,0.0,2.0,0.58,0.0,1.0,0.16,0.0,1.0,0.28,0.0,0.0,0.02,50.0,50.0,34,,,,50.0,50.0,50,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
71,0.0,0.0,0,0.0,1.5499999999999972,0.44,,,,,,,0.0,1.5499999999999972,0.38,2.0,4.0,2.04,1.0,2.549999999999997,1,1.0,3.0,1.36,1.0,2.0,0.82,2.0,4.0,1.76,1.0,3.0,1.2,18.0,29.299999999999983,19.58,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2770.0,2770.0,2768,5470.0,5470.0,5470,5590.0,6404.999999999999,5752,15.0,47.749999999999986,18.7,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.54,,,,100.0,177.49999999999986,91,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,85.0,34.8,70.0,113.99999999999977,66.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,0.96,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,1.0,0.1,0.0,50.0,6,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
72,0.0,0.0,0,0.0,2.0,0.46,,,,,,,0.0,2.0,0.36,2.0,4.549999999999997,2.02,1.0,2.549999999999997,0.9,1.0,2.0,1.18,1.0,2.0,0.76,1.0,3.549999999999997,1.62,1.5,3.549999999999997,1.7,17.5,28.549999999999997,17.86,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2810.0,2810.0,2809,20.0,20.0,20,5845.0,6607.499999999999,5965,15.0,40.0,15.1,160.0,160.0,160,6550.0,6550.0,6550,12000.0,12000.0,12000,1.0,1.0,0.68,,,,75.0,150.0,83,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,82.74999999999999,34.2,50.0,113.99999999999977,57.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,3.0,1.18,0.0,1.0,0.12,0.0,1.0,0.2,,,,0.0,0.0,1,,,,,,,2.0,2.0,2,100.0,100.0,100,,,,5.0,5.0,5
73,0.0,0.0,0,0.0,1.5499999999999972,0.4,,,,,,,0.0,2.0,0.56,2.0,3.0,1.98,1.0,2.549999999999997,0.94,1.0,2.549999999999997,1.24,1.0,3.0,0.84,1.0,4.0,1.6,1.0,3.0,1.44,17.5,29.549999999999997,18.4,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2830.0,2830.0,2829,570.0,570.0,570,6125.0,6887.499999999999,6284,10.0,35.0,14.7,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.6,,,,100.0,200.0,89,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,78.24999999999996,26.4,50.0,70.0,46.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.02,0.5,2.0,0.62,0.0,1.0,0.12,0.0,1.0,0.18,0.0,1.0,0.1,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
74,0.0,0.0,0,0.0,2.0,0.56,,,,,,,0.0,2.0,0.54,2.0,4.0,1.78,1.0,3.0,1.06,1.0,2.549999999999997,1.26,1.0,2.0,0.78,1.0,3.0,1.4,1.0,4.0,1.62,18.0,33.099999999999994,20.32,0.0,0.0,0,,,,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2880.0,2880.0,2879,1120.0,1120.0,1120,6280.0,7017.499999999999,6456,10.0,37.749999999999986,12.8,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.58,,,,100.0,200.0,92,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,35.0,75.49999999999997,37.5,70.0,70.0,59.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.549999999999997,0.96,0.0,1.0,0.08,0.0,1.0,0.3,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
75,0.0,0.0,0,0.0,1.0,0.46,,,,,,,0.0,2.0,0.5,2.0,4.0,2.18,1.0,2.549999999999997,1.04,1.0,3.549999999999997,1.24,0.0,2.0,0.62,1.5,4.0,1.68,1.0,3.0,1.28,18.0,30.0,18.78,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2900.0,2900.0,2899,1670.0,1670.0,1670,6685.0,7392.5,6819,12.5,45.49999999999997,14.8,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.62,,,,50.0,177.49999999999986,83,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,95.0,38,50.0,70.0,56,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.04,1.0,2.0,0.86,0.0,1.0,0.12,0.0,1.0,0.18,0.0,1.0,0.08,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
76,0.0,0.0,0,0.5,2.0,0.7,,,,,,,0.0,1.0,0.38,2.0,5.0,2.34,1.0,3.0,1.02,1.0,2.549999999999997,0.92,1.0,2.0,0.74,2.0,3.0,1.54,1.0,3.0,1.36,16.5,31.0,17.48,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2960.0,2960.0,2959,2220.0,2220.0,2220,6865.0,7667.5,6987,15.0,35.0,16.9,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.6,,,,100.0,200.0,88,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,20.0,78.24999999999996,30.1,50.0,70.0,48,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.04,1.0,2.0,0.7,0.0,1.0,0.12,0.0,1.0,0.22,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
77,0.0,0.0,0,0.0,1.5499999999999972,0.38,,,,,,,0.0,1.0,0.46,2.0,4.549999999999997,2,1.0,3.0,0.92,1.0,3.0,1.46,1.0,2.0,0.96,1.0,3.0,1.42,1.0,3.549999999999997,1.4,21.0,31.0,21.12,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,2980.0,2980.0,2979,2770.0,2770.0,2770,7420.0,8202.5,7511,35.0,60.0,31.5,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.62,,,,100.0,200.0,94,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,80.0,36,70.0,160.99999999999994,91.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.0,0.96,0.0,0.5499999999999972,0.06,0.0,1.0,0.3,0.0,0.0,0.02,,,,,,,50.0,50.0,50,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
78,0.0,0.0,0,0.0,2.0,0.58,,,,,,,0.0,1.0,0.42,2.0,4.0,2.4,1.0,2.0,1.16,1.0,2.549999999999997,0.98,0.5,2.0,0.62,1.0,3.549999999999997,1.44,1.0,3.0,1.4,18.0,27.0,19.5,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,3000.0,3000.0,2999,3320.0,3320.0,3320,7675.0,8482.5,7780,15.0,67.74999999999999,23.4,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.7,,,,100.0,150.0,89,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,104.2499999999999,45.7,70.0,150.0,73.8,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,2.549999999999997,0.74,0.0,1.0,0.12,0.0,1.0,0.14,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
79,0.0,0.0,0,0.0,1.5499999999999972,0.56,,,,,,,0.0,2.0,0.38,2.0,4.0,2.1,1.0,3.0,1.04,1.0,2.549999999999997,1.06,1.0,2.0,0.92,1.0,3.549999999999997,1.46,1.0,3.549999999999997,1.48,18.0,28.0,18.12,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,3040.0,3040.0,3039,3870.0,3870.0,3870,7855.0,8657.5,7958,15.0,37.749999999999986,15.8,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.58,,,,100.0,200.0,98,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,10.0,78.24999999999996,27,50.0,113.99999999999977,54.6,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,0.0,0.0,0.04,1.0,1.0,0.62,0.0,1.0,0.08,0.0,1.0,0.28,0.0,0.5499999999999972,0.06,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
80,0.0,0.0,0,0.0,1.5499999999999972,0.46,,,,,,,0.0,1.5499999999999972,0.34,2.0,4.0,2.04,1.0,3.0,1.02,1.0,2.549999999999997,1.18,1.0,2.0,0.82,2.0,4.0,1.74,1.0,3.0,1.4,17.0,28.099999999999994,17.42,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,3060.0,3060.0,3061,4420.0,4420.0,4420,8135.0,9037.5,8280,10.0,47.749999999999986,15.5,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.64,,,,100.0,200.0,92,150.0,150.0,150,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32,20.0,20.0,20,30.0,109.74999999999987,40.9,60.0,124.99999999999972,61.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.549999999999997,0.84,0.0,1.0,0.16,0.0,1.0,0.1,0.0,1.0,0.1,0.0,0.0,2,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
81,0.0,0.0,0,0.0,1.0,0.34,,,,,,,0.0,2.0,0.46,2.0,4.0,1.96,1.0,2.549999999999997,1.06,1.0,3.0,1.26,1.0,2.0,0.92,1.0,4.0,1.54,1.0,4.0,1.46,17.0,33.0,18.46,0.0,0.0,0,0.0,0.0,1,30.0,30.0,30,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32,3110.0,3160.0,3126,4970.0,4970.0,4970,8290.0,9082.5,8259,15.0,35.0,14.8,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.66,,,,100.0,200.0,99,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,20.0,70.99999999999994,29.7,50.0,70.0,50.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.0,1.12,0.0,1.0,0.08,0.0,1.0,0.22,0.0,0.0,0.04,0.0,50.0,14,,,,,,,1.0,1.0,1,50.0,50.0,50,0.0,0.0,200,5.0,5.0,5
82,0.0,0.0,0,0.0,1.0,0.42,,,,,,,0.0,2.0,0.54,2.0,3.0,1.82,1.0,2.0,0.92,1.0,2.0,1,1.0,2.0,0.88,1.0,3.549999999999997,1.72,1.0,4.0,1.7,15.0,33.55,18.2,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32.02,3180.0,3180.0,3175,5520.0,5520.0,5520,8645.0,9457.5,8628,10.0,25.0,11.4,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.64,,,,100.0,177.49999999999986,90,200.0,200.0,200,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,20.0,60.99999999999994,21.6,50.0,70.0,45,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,,,,1.0,1.0,0.56,0.0,0.5499999999999972,0.06,0.0,1.0,0.22,0.0,1.0,0.08,50.0,50.0,29,,,,,,,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
83,0.0,0.0,0,0.0,2.0,0.58,,,,,,,0.0,1.0,0.38,2.0,4.549999999999997,1.78,1.0,3.0,1.16,1.0,2.549999999999997,1.06,1.0,3.0,0.94,1.0,3.549999999999997,1.62,1.5,3.549999999999997,1.48,17.0,27.749999999999986,17.06,0.0,0.0,0,,,,40.0,40.0,40,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32.06,3240.0,3240.0,3239,70.0,70.0,70,8950.0,9705.0,8861,15.0,37.749999999999986,17.1,160.0,160.0,160,6550.0,6550.0,6550,12000.0,12000.0,12000,1.0,1.0,0.66,,,,100.0,200.0,105,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,22.5,88.24999999999996,35.9,50.0,70.0,50.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,0.0,0.0,0.02,1.0,3.0,1.04,0.0,1.0,0.18,0.0,1.0,0.12,0.0,0.0,0.04,0.0,50.0,4,,,,,,,2.0,2.0,1.96,100.0,100.0,98,,,,5.0,5.0,5
84,0.0,0.0,0,0.0,1.5499999999999972,0.44,,,,,,,0.0,1.0,0.32,2.0,4.0,1.76,1.0,3.0,1.16,1.0,3.0,1.36,1.0,2.549999999999997,0.92,2.0,3.0,1.6,1.0,3.0,1.44,19.5,31.549999999999997,20.44,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32.08,3260.0,3260.0,3260,620.0,620.0,620,9480.0,10212.5,9394,35.0,60.0,32.6,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,0.5,1.0,0.5,,,,100.0,200.0,104,350.0,350.0,350,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,35.0,95.0,39.7,70.0,170.0,94.2,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.0,0.78,0.0,0.5499999999999972,0.06,0.0,1.0,0.4,0.0,0.0,0.04,0.0,0.0,1,,,,50.0,50.0,50,1.0,1.0,0.98,50.0,50.0,49,,,,5.0,5.0,5
85,0.0,0.0,0,0.0,1.5499999999999972,0.36,,,,,,,0.0,1.0,0.38,2.0,4.0,2.02,1.0,3.0,1.16,1.0,3.0,1.32,1.0,2.0,0.84,1.0,3.0,1.46,1.0,3.0,1.46,19.0,25.549999999999997,19.08,0.0,0.0,0,,,,0.0,0.0,0,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32.08,3280.0,3280.0,3280,1170.0,1170.0,1170,9760.0,10492.5,9674,17.5,58.24999999999996,21.6,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.6,,,,100.0,200.0,100,100.0,100.0,100,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,20.0,70.0,29.4,70.0,70.0,60.4,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,2.0,2.0,2,,,,1.0,2.0,0.74,0.0,1.0,0.1,0.0,1.0,0.26,0.0,0.0,0.04,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,5.0,5.0,5
86,0.0,0.0,0,0.0,2.0,0.42,,,,,,,0.0,1.0,0.34,2.0,4.0,2.18,1.0,2.549999999999997,0.92,1.0,3.0,1.24,1.0,2.549999999999997,0.84,1.0,3.0,1.56,1.0,3.0,1.5,18.5,28.099999999999994,18.94,0.0,0.0,0,,,,20.0,20.0,20,20.0,20.0,20,0.0,0.0,0,32.0,32.0,32.08,3320.0,3320.0,3320,1720.0,1720.0,1720,9915.0,10617.5,9842,15.0,52.749999999999986,21.5,160.0,160.0,160,6550.0,6550.0,6550,6000.0,6000.0,6000,1.0,1.0,0.52,,,,100.0,200.0,88,0.0,0.0,0,100.0,100.0,100,,,,30.0,30.0,30,100.0,100.0,100,32.0,32.0,32.08,20.0,20.0,20,35.0,80.0,42.9,70.0,113.99999999999977,63,,,,2.0,2.0,2,8000.0,8000.0,8000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,9.0,9.0,9,3.0,3.0,3,,,,1.0,2.549999999999997,0.98,0.0,0.5499999999999972,0.06,0.0,1.0,0.32,0.0,1.0,0.1,,,,,,,,,,1.0,1.0,1,50.0,50.0,50,,,,,,
