day,ad_views_p50,ad_views_p95,ad_views_mean,board_consolation_p50,board_consolation_p95,board_consolation_mean,board_reward_cat_can_pack_x3_p50,board_reward_cat_can_pack_x3_p95,board_reward_cat_can_pack_x3_mean,board_reward_cat_can_x1_p50,board_reward_cat_can_x1_p95,board_reward_cat_can_x1_mean,board_reward_cat_tree_x1_p50,board_reward_cat_tree_x1_p95,board_reward_cat_tree_x1_mean,board_reward_cat_wand_x1_p50,board_reward_cat_wand_x1_p95,board_reward_cat_wand_x1_mean,board_reward_cherry_tree_x1_p50,board_reward_cherry_tree_x1_p95,board_reward_cherry_tree_x1_mean,board_reward_fish_treat_x1_p50,board_reward_fish_treat_x1_p95,board_reward_fish_treat_x1_mean,board_reward_yarn_ball_x1_p50,board_reward_yarn_ball_x1_p95,board_reward_yarn_ball_x1_mean,cat_affection_gain_p50,cat_affection_gain_p95,cat_affection_gain_mean,cat_xp_gain_p50,cat_xp_gain_p95,cat_xp_gain_mean,checkin_missed_p50,checkin_missed_p95,checkin_missed_mean,diamonds_in_checkin_p50,diamonds_in_checkin_p95,diamonds_in_checkin_mean,diamonds_in_monthly_card_p50,diamonds_in_monthly_card_p95,diamonds_in_monthly_card_mean,end_board_tickets_p50,end_board_tickets_p95,end_board_tickets_mean,end_cat_count_p50,end_cat_count_p95,end_cat_count_mean,end_diamonds_p50,end_diamonds_p95,end_diamonds_mean,end_energy_pool_p50,end_energy_pool_p95,end_energy_pool_mean,end_gold_p50,end_gold_p95,end_gold_mean,end_love_petals_p50,end_love_petals_p95,end_love_petals_mean,end_spring_petals_p50,end_spring_petals_p95,end_spring_petals_mean,energy_from_steps_p50,energy_from_steps_p95,energy_from_steps_mean,energy_out_hatching_p50,energy_out_hatching_p95,energy_out_hatching_mean,exploration_postcard_p50,exploration_postcard_p95,exploration_postcard_mean,gold_in_achievement_p50,gold_in_achievement_p95,gold_in_achievement_mean,gold_in_b6_conversion_p50,gold_in_b6_conversion_p95,gold_in_b6_conversion_mean,gold_in_board_clear_p50,gold_in_board_clear_p95,gold_in_board_clear_mean,gold_in_checkin_p50,gold_in_checkin_p95,gold_in_checkin_mean,gold_in_monthly_card_p50,gold_in_monthly_card_p95,gold_in_monthly_card_mean,gold_in_newbie_goal_p50,gold_in_newbie_goal_p95,gold_in_newbie_goal_mean,gold_out_ticket_purchase_p50,gold_out_ticket_purchase_p95,gold_out_ticket_purchase_mean,inventory_capacity_p50,inventory_capacity_p95,inventory_capacity_mean,love_petals_in_monthly_card_p50,love_petals_in_monthly_card_p95,love_petals_in_monthly_card_mean,love_petals_out_shop_p50,love_petals_out_shop_p95,love_petals_out_shop_mean,spring_petals_in_event_p50,spring_petals_in_event_p95,spring_petals_in_event_mean,steps_raw_p50,steps_raw_p95,steps_raw_mean,tickets_in_gold_p50,tickets_in_gold_p95,tickets_in_gold_mean,tickets_in_interaction_p50,tickets_in_interaction_p95,tickets_in_interaction_mean,tickets_in_login_p50,tickets_in_login_p95,tickets_in_login_mean,tickets_in_steps_p50,tickets_in_steps_p95,tickets_in_steps_mean,tickets_out_board_p50,tickets_out_board_p95,tickets_out_board_mean,exploration_decoration_fragment_p50,exploration_decoration_fragment_p95,exploration_decoration_fragment_mean,exploration_food_fragment_p50,exploration_food_fragment_p95,exploration_food_fragment_mean,exploration_hidden_item_p50,exploration_hidden_item_p95,exploration_hidden_item_mean,diamonds_in_achievement_p50,diamonds_in_achievement_p95,diamonds_in_achievement_mean,energy_out_workshop_p50,energy_out_workshop_p95,energy_out_workshop_mean,energy_out_workshop_unbox_p50,energy_out_workshop_unbox_p95,energy_out_workshop_unbox_mean,love_petals_in_workshop_p50,love_petals_in_workshop_p95,love_petals_in_workshop_mean,workshop_box_cat_accessory_p50,workshop_box_cat_accessory_p95,workshop_box_cat_accessory_mean,workshop_box_flower_seed_p50,workshop_box_flower_seed_p95,workshop_box_flower_seed_mean,workshop_box_furniture_component_p50,workshop_box_furniture_component_p95,workshop_box_furniture_component_mean,workshop_had_cat_accessory_p50,workshop_had_cat_accessory_p95,workshop_had_cat_accessory_mean,workshop_had_furniture_component_p50,workshop_had_furniture_component_p95,workshop_had_furniture_component_mean,gold_in_spring_conversion_p50,gold_in_spring_conversion_p95,gold_in_spring_conversion_mean,love_petals_in_checkin_chest_p50,love_petals_in_checkin_chest_p95,love_petals_in_checkin_chest_mean,gold_out_capacity_expansion_p50,gold_out_capacity_expansion_p95,gold_out_capacity_expansion_mean,cats_out_adoption_p50,cats_out_adoption_p95,cats_out_adoption_mean,love_petals_in_adoption_p50,love_petals_in_adoption_p95,love_petals_in_adoption_mean
68,0.0,0.0,0,0.0,2.0,0.434,0.0,1.0,0.084,1.0,2.0,0.775,0.0,1.0,0.288,0.0,2.0,0.553,0.0,1.0,0.182,1.0,3.0,1.112,1.0,2.0,0.775,9.0,16.0,10.201,6000.0,7500.0,5986.5,0.0,1.0,0.111,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,2220.0,2310.0,2221.29,600.0,1350.0,602.5,6315.0,13910.0,8856.21,17.0,28.0,15.66,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.595,,,,0.0,200.0,47,80.0,100.0,75.38,200.0,200.0,177.8,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,21.05,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.109,0.0,1.0,0.246,0.0,0.049999999999954525,0.05,,,,3000.0,6000.0,3564,1500.0,1500.0,1218,0.0,3.0,0.777,0.0,1.0,0.287,0.0,1.0,0.259,0.0,1.0,0.266,0.0,1.0,0.287,0.0,1.0,0.266,,,,,,,,,,,,,,,
69,0.0,0.0,0,0.0,2.0,0.444,0.0,1.0,0.073,1.0,2.0,0.87,0.0,1.0,0.374,0.0,2.0,0.638,0.0,1.0,0.194,1.0,3.0,1.336,1.0,2.0,0.868,9.0,17.0,10.654,6000.0,7500.0,5935.5,0.0,1.0,0.097,40.0,40.0,36.12,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.112,2280.0,2370.0,2277.41,800.0,1300.0,705,6450.0,14071.0,9000.07,16.0,28.0,15.444,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.601,,,,0.0,200.0,56.8,100.0,100.0,87.06,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,21.2,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.096,0.0,1.0,0.257,0.0,0.0,0.046,,,,3000.0,6000.0,3195,1500.0,1500.0,1402.5,0.0,3.0,0.984,0.0,1.0,0.314,0.0,1.0,0.328,0.0,1.0,0.293,0.0,1.0,0.314,0.0,1.0,0.293,,,,,,,,,,,,,,,
70,0.0,0.0,0,0.0,2.0,0.442,0.0,1.0,0.067,1.0,2.0,0.754,0.0,1.0,0.328,0.0,2.0,0.563,0.0,1.0,0.193,1.0,3.0,1.117,1.0,2.0,0.739,14.0,21.0,14.406,6000.0,7500.0,5900,0.0,1.0,0.104,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,2300.0,2390.0,2297.41,750.0,1250.0,717.5,6920.0,14520.5,9440.99,17.0,29.0,16.221,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.615,,,,0.0,200.0,52.1,80.0,100.0,75.22,350.0,350.0,313.6,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,70.0,70.0,64.92,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.099,0.0,1.0,0.23,0.0,1.0,0.056,,,,3000.0,6000.0,3375,1500.0,1500.0,1312.5,0.0,3.0,0.897,0.0,1.0,0.271,0.0,1.0,0.299,0.0,1.0,0.305,0.0,1.0,0.271,0.0,1.0,0.305,,,,50.0,50.0,44.8,,,,,,,,,
71,0.0,0.0,0,0.0,2.0,0.46,0.0,1.0,0.106,1.0,2.0,0.877,0.0,1.0,0.329,0.0,2.0,0.645,0.0,1.0,0.209,1.0,3.0,1.27,1.0,3.0,0.901,9.0,17.0,10.917,6000.0,7500.0,5868,0.0,1.0,0.097,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.111,2320.0,2410.0,2317.41,950.0,1450.0,917.5,7125.0,14720.5,9671.83,16.0,28.0,15.118,100.0,100.0,100,4700.0,4700.0,4700,,,,1.0,1.0,0.589,,,,0.0,200.0,53.8,80.0,100.0,86.74,100.0,100.0,90.3,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,50.0,22.15,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.113,0.0,1.0,0.253,0.0,0.0,0.045,,,,3000.0,3000.0,3000,1500.0,1500.0,1500,0.0,3.0,1.002,0.0,1.0,0.327,0.0,1.0,0.334,0.0,1.0,0.339,0.0,1.0,0.327,0.0,1.0,0.339,,,,,,,,,,0.0,0.0,0.001,0.0,0.0,0.045
72,0.0,0.0,0,0.0,2.0,0.38,0.0,1.0,0.069,1.0,2.0,0.756,0.0,1.0,0.321,0.0,2.0,0.606,0.0,1.0,0.18,1.0,3.0,1.165,1.0,2.0,0.726,9.0,16.0,10.049,6000.0,7500.0,5850,0.0,1.0,0.091,20.0,20.0,18.18,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.111,2360.0,2450.0,2355.59,900.0,1400.0,862.75,7265.0,14850.5,9798.39,16.0,28.0,15.092,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,4.25,1.0,1.0,0.599,,,,0.0,200.0,50.1,80.0,100.0,76.46,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.92,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.115,0.0,1.0,0.234,0.0,1.0,0.052,,,,3000.0,6000.0,3507,1500.0,1500.0,1243.5,0.0,3.0,0.849,0.0,1.0,0.27,0.0,1.0,0.283,0.0,1.0,0.276,0.0,1.0,0.27,0.0,1.0,0.276,,,,,,,,,,0.0,0.0,0.001,0.0,0.0,0.045
73,0.0,0.0,0,0.0,2.0,0.457,0.0,1.0,0.083,1.0,2.0,0.896,0.0,1.0,0.335,0.0,2.0,0.646,0.0,1.0,0.22,1.0,3.0,1.27,1.0,2.0,0.89,9.0,17.0,10.649,6000.0,7500.0,5963,0.0,1.0,0.112,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.109,2380.0,2470.0,2375.59,600.0,1350.0,728.5,7600.0,15140.0,10073.89,16.0,28.0,14.93,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,4.25,1.0,1.0,0.609,,,,0.0,200.0,55.5,80.0,100.0,86.8,150.0,150.0,133.2,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,20.99,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.117,0.0,1.0,0.237,0.0,0.0,0.037,,,,3000.0,6000.0,3666,1500.0,1500.0,1164,0.0,3.0,0.693,0.0,1.0,0.27,0.0,1.0,0.231,0.0,1.0,0.275,0.0,1.0,0.27,0.0,1.0,0.275,,,,,,,,,,0.0,0.0,0.003,0.0,0.0,0.135
74,0.0,0.0,0,0.0,1.0,0.409,0.0,1.0,0.078,1.0,2.0,0.748,0.0,1.0,0.308,0.0,2.0,0.556,0.0,1.0,0.206,1.0,3.0,1.143,1.0,2.0,0.755,9.0,16.0,10.284,6000.0,7500.0,5923.5,0.0,1.0,0.081,30.0,30.0,27.57,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.106,2420.0,2520.0,2423.16,550.0,1300.0,584.25,7680.0,15250.0,10201.17,15.0,28.0,14.425,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,12.75,1.0,1.0,0.576,,,,0.0,200.0,51.4,80.0,100.0,75.88,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.112,20.0,20.0,20,20.0,20.0,21.5,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.108,0.0,1.0,0.273,0.0,0.0,0.043,,,,3000.0,6000.0,3678,1500.0,1500.0,1153.5,0.0,3.0,0.771,0.0,1.0,0.248,0.0,1.0,0.257,0.0,1.0,0.264,0.0,1.0,0.248,0.0,1.0,0.264,,,,,,,,,,0.0,0.0,0.006,0.0,0.0,0.224
75,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.082,1.0,2.0,0.846,0.0,1.0,0.336,1.0,2.0,0.652,0.0,1.0,0.226,1.0,3.0,1.269,1.0,3.0,0.908,9.0,17.0,10.693,6000.0,7500.0,5900,0.0,1.0,0.1,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.111,2440.0,2540.0,2443.21,500.0,1250.0,505.25,7980.0,15570.999999999998,10515.75,15.0,28.0,14.693,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,25.5,1.0,1.0,0.596,,,,0.0,200.0,56.2,80.0,100.0,86.38,200.0,200.0,180,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.116,20.0,20.0,20,20.0,20.0,20.62,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.091,0.0,1.0,0.255,0.0,1.0,0.058,0.0,0.0,0.05,3000.0,6000.0,3540,1500.0,1500.0,1213.5,0.0,3.0,0.843,0.0,1.0,0.265,0.0,1.0,0.281,0.0,1.0,0.263,0.0,1.0,0.265,0.0,1.0,0.263,,,,,,,0.0,0.0,8,0.0,0.0,0.001,0.0,0.0,0.045
76,0.0,0.0,0,0.0,2.0,0.434,0.0,1.0,0.069,1.0,2.0,0.769,0.0,1.0,0.324,0.0,2.0,0.56,0.0,1.0,0.199,1.0,3.0,1.097,1.0,2.0,0.751,9.0,16.0,10.033,6000.0,7500.0,5931.5,0.0,1.0,0.102,40.0,40.0,35.92,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.11,2500.0,2600.0,2499.13,700.0,1450.0,705.75,8155.0,15710.5,10643.43,15.0,28.0,14.5,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,8.5,1.0,1.0,0.608,,,,0.0,200.0,52.3,80.0,100.0,75.38,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.116,20.0,20.0,20,20.0,20.0,21.42,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.087,0.0,1.0,0.245,0.0,1.0,0.06,,,,3000.0,3000.0,2994,1500.0,1500.0,1497,0.0,3.0,1.092,0.0,1.0,0.313,0.0,1.0,0.364,0.0,1.0,0.321,0.0,1.0,0.313,0.0,1.0,0.321,,,,,,,,,,0.0,0.0,0.003,0.0,0.0,0.135
77,0.0,0.0,0,0.0,2.0,0.432,0.0,1.0,0.08,1.0,2.0,0.926,0.0,1.0,0.336,0.0,2.0,0.631,0.0,1.0,0.22,1.0,3.0,1.301,1.0,2.0,0.871,14.0,22.0,15.244,6000.0,7500.0,5898.5,0.0,1.0,0.108,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.111,2520.0,2620.0,2519.13,900.0,1400.0,792.75,8580.0,16220.5,11098.53,15.0,29.0,15.285,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,17,1.0,1.0,0.577,,,,0.0,200.0,55.6,80.0,100.0,87.3,350.0,350.0,312.2,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.116,20.0,20.0,20,70.0,70.0,64.78,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.111,0.0,1.0,0.267,0.0,0.0,0.045,,,,3000.0,6000.0,3213,1500.0,1500.0,1383,0.0,3.0,0.876,0.0,1.0,0.315,0.0,1.0,0.292,0.0,1.0,0.315,0.0,1.0,0.315,0.0,1.0,0.315,,,,50.0,50.0,44.6,,,,0.0,0.0,0.003,0.0,0.0,0.089
78,0.0,0.0,0,0.0,2.0,0.422,0.0,1.0,0.068,1.0,2.0,0.747,0.0,1.0,0.298,0.0,2.0,0.6,0.0,1.0,0.18,1.0,3.0,1.114,1.0,2.0,0.774,9.0,16.0,10.042,6000.0,7500.0,5879.5,0.0,1.0,0.092,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.112,2540.0,2640.0,2539.18,850.0,1350.0,821.25,8785.0,16440.5,11304.75,14.0,28.0,14.062,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,17,1.0,1.0,0.601,,,,0.0,200.0,47.8,80.0,100.0,75.62,100.0,100.0,90.8,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.12,20.0,20.0,20,20.0,50.0,22.14,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.115,0.0,1.0,0.237,0.0,0.0,0.047,0.0,0.0,0.05,3000.0,6000.0,3327,1500.0,1500.0,1327.5,0.0,3.0,0.828,0.0,1.0,0.295,0.0,1.0,0.276,0.0,1.0,0.314,0.0,1.0,0.295,0.0,1.0,0.314,,,,,,,0.0,0.0,8,0.0,0.0,0.003,0.0,0.0,0.089
79,0.0,0.0,0,0.0,2.0,0.464,0.0,1.0,0.099,1.0,2.0,0.881,0.0,1.0,0.369,1.0,2.0,0.659,0.0,1.0,0.202,1.0,3.0,1.267,1.0,2.0,0.856,9.0,18.0,10.764,6000.0,7500.0,5901.5,0.0,1.0,0.097,20.0,20.0,18.06,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.115,2580.0,2680.0,2577.24,800.0,1300.0,767.5,8925.0,16590.0,11448.51,13.0,28.0,14.047,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,21.25,1.0,1.0,0.6,,,,0.0,200.0,57.1,80.0,100.0,86.66,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.12,20.0,20.0,20,20.0,20.0,20.97,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.109,0.0,1.0,0.24,0.0,1.0,0.051,,,,3000.0,6000.0,3495,1500.0,1500.0,1237.5,0.0,3.0,0.843,0.0,1.0,0.275,0.0,1.0,0.281,0.0,1.0,0.269,0.0,1.0,0.275,0.0,1.0,0.269,,,,,,,,,,0.0,0.0,0.002,0.0,0.0,0.112
80,0.0,0.0,0,0.0,1.0,0.403,0.0,1.0,0.085,1.0,2.0,0.736,0.0,1.0,0.273,0.0,2.0,0.597,0.0,1.0,0.184,1.0,3.0,1.128,1.0,2.0,0.797,9.0,17.0,10.263,6000.0,7500.0,5852.5,0.0,1.0,0.094,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.108,2600.0,2700.0,2597.24,500.0,1250.0,630.75,9145.0,16820.0,11706.11,13.0,28.0,14.207,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,12.75,1.0,1.0,0.613,,,,0.0,200.0,45.7,80.0,100.0,76,150.0,150.0,135.9,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.12,20.0,20.0,20,20.0,20.0,21.15,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.105,0.0,1.0,0.243,0.0,0.0,0.039,,,,3000.0,6000.0,3660,1500.0,1500.0,1164,0.0,3.0,0.795,0.0,1.0,0.261,0.0,1.0,0.265,0.0,1.0,0.25,0.0,1.0,0.261,0.0,1.0,0.25,,,,,,,,,,0.0,0.0,0.01,0.0,0.0,0.515
81,0.0,0.0,0,0.0,2.0,0.478,0.0,1.0,0.081,1.0,2.0,0.854,0.0,1.0,0.368,1.0,2.0,0.664,0.0,1.0,0.219,1.0,3.0,1.264,1.0,2.0,0.869,9.0,17.0,10.73,6000.0,7500.0,5893,0.0,1.0,0.1,30.0,30.0,27,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.107,2650.0,2750.0,2644.24,700.0,1450.0,831.25,9295.0,17010.5,11851.19,14.0,28.0,14.285,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,34,1.0,1.0,0.597,,,,0.0,200.0,58.7,80.0,100.0,86.38,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.12,20.0,20.0,20,20.0,20.0,21.37,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.095,0.0,1.0,0.264,0.0,0.0,0.044,,,,3000.0,3000.0,2976,1500.0,1500.0,1489.5,0.0,3.0,0.978,0.0,1.0,0.329,0.0,1.0,0.326,0.0,1.0,0.338,0.0,1.0,0.329,0.0,1.0,0.338,,,,,,,,,,0.0,0.0,0.009,0.0,0.0,0.47
82,0.0,0.0,0,0.0,2.0,0.4,0.0,1.0,0.072,1.0,2.0,0.775,0.0,1.0,0.32,0.0,2.0,0.574,0.0,1.0,0.195,1.0,3.0,1.102,1.0,2.0,0.765,9.0,17.0,10.274,6000.0,7500.0,5879.5,0.0,1.0,0.102,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.107,2670.0,2770.0,2664.24,650.0,1400.0,681,9610.0,17290.5,12158.35,14.0,28.0,14.3,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,38.25,1.0,1.0,0.592,,,,0.0,200.0,51.5,80.0,100.0,76.06,200.0,200.0,179.6,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.12,20.0,20.0,20,20.0,20.0,20.97,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.078,0.0,1.0,0.277,0.0,1.0,0.053,,,,3000.0,6000.0,3666,1500.0,1500.0,1146,0.0,3.0,0.672,0.0,1.0,0.288,0.0,1.0,0.224,0.0,1.0,0.252,0.0,1.0,0.288,0.0,1.0,0.252,,,,,,,,,,0.0,0.0,0.009,0.0,0.0,0.313
83,0.0,0.0,0,0.0,2.0,0.484,0.0,1.0,0.079,1.0,2.0,0.845,0.0,2.0,0.336,1.0,2.0,0.669,0.0,1.0,0.225,1.0,3.0,1.271,1.0,2.0,0.888,9.0,17.0,10.664,6000.0,7500.0,5905,0.0,1.0,0.13,40.0,40.0,34.8,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.113,2720.0,2820.0,2719.09,600.0,1350.0,600,9800.0,17450.0,12292.71,13.0,28.0,14.161,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,42.5,1.0,1.0,0.578,,,,0.0,200.0,56.1,80.0,100.0,86.26,0.0,0.0,0,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.124,20.0,20.0,20,20.0,20.0,21.11,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.119,0.0,1.0,0.253,0.0,0.049999999999954525,0.05,0.0,0.0,0.05,3000.0,6000.0,3519,1500.0,1500.0,1219.5,0.0,3.0,0.837,0.0,1.0,0.287,0.0,1.0,0.279,0.0,1.0,0.247,0.0,1.0,0.287,0.0,1.0,0.247,,,,,,,0.0,0.0,8,0.0,0.0,0.004,0.0,0.0,0.134
84,0.0,0.0,0,0.0,2.0,0.401,0.0,1.0,0.08,1.0,2.0,0.715,0.0,1.0,0.331,0.0,2.0,0.558,0.0,1.0,0.196,1.0,3.0,1.162,1.0,2.0,0.76,14.0,22.0,14.61,6000.0,7500.0,5842.5,0.0,1.0,0.1,0.0,0.0,0,20.0,20.0,20,1.0,1.0,0.797,32.0,32.0,30.114,2740.0,2840.0,2739.09,800.0,1300.0,695,10270.0,17920.0,12736.45,14.0,29.0,14.971,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,25.5,1.0,1.0,0.617,,,,0.0,200.0,52.7,80.0,100.0,76.04,350.0,350.0,315,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.124,20.0,20.0,20,70.0,70.0,65.28,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,8.0,10.0,8.406,0.0,1.0,0.092,0.0,1.0,0.239,0.0,1.0,0.052,,,,3000.0,6000.0,3189,1500.0,1500.0,1390.5,0.0,3.0,0.822,0.0,1.0,0.319,0.0,1.0,0.274,0.0,1.0,0.334,0.0,1.0,0.319,0.0,1.0,0.334,,,,50.0,50.0,45,,,,0.0,0.0,0.005,0.0,0.0,0.268
85,0.0,0.0,0,0.0,2.0,0.482,0.0,1.0,0.074,1.0,2.0,0.881,0.0,1.0,0.336,0.0,2.0,0.639,0.0,1.0,0.21,1.0,3.0,1.29,1.0,2.0,0.885,9.0,17.0,10.601,6000.0,7500.0,5837,0.0,1.0,0.101,0.0,0.0,0,20.0,20.0,20,0.0,1.0,0.203,32.0,32.0,30.096,2760.0,2860.0,2759.09,750.0,1250.0,730,10520.0,18120.0,12967.25,13.0,29.0,14.402,100.0,100.0,100,4700.0,4700.0,4700,0.0,0.0,25.5,1.0,1.0,0.618,,,,0.0,200.0,54.6,80.0,100.0,86.3,100.0,100.0,89.9,100.0,100.0,100,,,,100.0,100.0,100,32.0,32.0,30.124,20.0,20.0,20,20.0,50.0,22.6,,,,5000.0,5000.0,5000,2.0,2.0,2,2.0,2.0,2,2.0,2.0,2,3.0,3.0,3,10.0,10.0,9.594,0.0,1.0,0.11,0.0,1.0,0.233,0.0,0.0,0.039,,,,3000.0,6000.0,3312,1500.0,1500.0,1327.5,0.0,3.0,0.891,0.0,1.0,0.304,0.0,1.0,0.297,0.0,1.0,0.284,0.0,1.0,0.304,0.0,1.0,0.284,,,,,,,,,,0.0,0.0,0.024,0.0,0.0,1.14
